protid,Entry
AF-B1NWS1-F1-model_v4,B1NWS1
AF-P0DPZ5-F1-model_v4,P0DPZ5
AF-P68407-F1-model_v4,P68407
AF-Q8JFY2-F1-model_v4,Q8JFY2
AF-P85256-F1-model_v4,P85256
AF-C0HJV6-F1-model_v4,C0HJV6
AF-P0DKU2-F1-model_v4,P0DKU2
AF-P68423-F1-model_v4,P68423
AF-P0DPX1-F1-model_v4,P0DPX1
AF-P85272-F1-model_v4,P85272
AF-E7BLC7-F1-model_v4,E7BLC7
AF-Q8JIY9-F1-model_v4,Q8JIY9
AF-P85109-F1-model_v4,P85109
AF-Q6H3D7-F1-model_v4,Q6H3D7
AF-P0DJ47-F1-model_v4,P0DJ47
AF-P0CI21-F1-model_v4,P0CI21
AF-P0C1T6-F1-model_v4,P0C1T6
AF-P0DJB7-F1-model_v4,P0DJB7
AF-F5CPF0-F1-model_v4,F5CPF0
AF-P0DQO4-F1-model_v4,P0DQO4
AF-B5KF99-F1-model_v4,B5KF99
AF-P0CE75-F1-model_v4,P0CE75
AF-Q10749-F1-model_v4,Q10749
AF-P82114-F1-model_v4,P82114
AF-P0C1N7-F1-model_v4,P0C1N7
AF-E7CLN1-F1-model_v4,E7CLN1
AF-Q6Q252-F1-model_v4,Q6Q252
AF-S0F1M6-F1-model_v4,S0F1M6
AF-I6RU46-F1-model_v4,I6RU46
AF-Q75WG7-F1-model_v4,Q75WG7
AF-Q6X5S0-F1-model_v4,Q6X5S0
AF-Q7ZTA8-F1-model_v4,Q7ZTA8
AF-P20897-F1-model_v4,P20897
AF-Q8JFQ0-F1-model_v4,Q8JFQ0
AF-C9D7R2-F1-model_v4,C9D7R2
AF-P18926-F1-model_v4,P18926
AF-B3EWF9-F1-model_v4,B3EWF9
AF-P18692-F1-model_v4,P18692
AF-Q4LCT1-F1-model_v4,Q4LCT1
AF-D8VNS9-F1-model_v4,D8VNS9
AF-B3EWU3-F1-model_v4,B3EWU3
AF-C1KIZ5-F1-model_v4,C1KIZ5
AF-P04204-F1-model_v4,P04204
AF-P0DQE2-F1-model_v4,P0DQE2
AF-A0A0E3SVE7-F1-model_v4,A0A0E3SVE7
AF-P0CI87-F1-model_v4,P0CI87
AF-Q7LZG2-F1-model_v4,Q7LZG2
AF-B5KL41-F1-model_v4,B5KL41
AF-Q2I2Q4-F1-model_v4,Q2I2Q4
AF-B5U6Y3-F1-model_v4,B5U6Y3
AF-P0C8D4-F1-model_v4,P0C8D4
AF-P86418-F1-model_v4,P86418
AF-Q9I843-F1-model_v4,Q9I843
AF-P0DTZ2-F1-model_v4,P0DTZ2
AF-D2Y3T8-F1-model_v4,D2Y3T8
AF-Q66S17-F1-model_v4,Q66S17
AF-A7KJJ7-F1-model_v4,A7KJJ7
AF-P81631-F1-model_v4,P81631
AF-E7D082-F1-model_v4,E7D082
AF-P0DN64-F1-model_v4,P0DN64
AF-V9QFH5-F1-model_v4,V9QFH5
AF-A7X4I7-F1-model_v4,A7X4I7
AF-A6MFL0-F1-model_v4,A6MFL0
AF-P60775-F1-model_v4,P60775
AF-P0DL50-F1-model_v4,P0DL50
AF-Q9I8X2-F1-model_v4,Q9I8X2
AF-P83435-F1-model_v4,P83435
AF-Q9BPI1-F1-model_v4,Q9BPI1
AF-P0CY65-F1-model_v4,P0CY65
AF-C0HLM0-F1-model_v4,C0HLM0
AF-B3FIS7-F1-model_v4,B3FIS7
AF-D6C4J0-F1-model_v4,D6C4J0
AF-Q05110-F1-model_v4,Q05110
AF-P01498-F1-model_v4,P01498
AF-D2Y2J6-F1-model_v4,D2Y2J6
AF-P0DUW6-F1-model_v4,P0DUW6
AF-A0A2I6EDL6-F1-model_v4,A0A2I6EDL6
AF-Q9YGX0-F1-model_v4,Q9YGX0
AF-P0C6B4-F1-model_v4,P0C6B4
AF-A0A023W145-F1-model_v4,A0A023W145
AF-I6R1S1-F1-model_v4,I6R1S1
AF-B6DCW1-F1-model_v4,B6DCW1
AF-P0DM22-F1-model_v4,P0DM22
AF-P86425-F1-model_v4,P86425
AF-C0JAV7-F1-model_v4,C0JAV7
AF-D2Y260-F1-model_v4,D2Y260
AF-Q9W7K0-F1-model_v4,Q9W7K0
AF-B6DCM0-F1-model_v4,B6DCM0
AF-P82811-F1-model_v4,P82811
AF-P0DN59-F1-model_v4,P0DN59
AF-A0A023W0U0-F1-model_v4,A0A023W0U0
AF-P0CAS1-F1-model_v4,P0CAS1
AF-V5V9Y7-F1-model_v4,V5V9Y7
AF-P0C5F2-F1-model_v4,P0C5F2
AF-P0DMD2-F1-model_v4,P0DMD2
AF-P81743-F1-model_v4,P81743
AF-Q5K0C4-F1-model_v4,Q5K0C4
AF-Q9BPC7-F1-model_v4,Q9BPC7
AF-C0JB46-F1-model_v4,C0JB46
AF-P0CB10-F1-model_v4,P0CB10
AF-U6BLN5-F1-model_v4,U6BLN5
AF-P0DMW8-F1-model_v4,P0DMW8
AF-P0C6A9-F1-model_v4,P0C6A9
AF-Q9PRQ4-F1-model_v4,Q9PRQ4
AF-U5KJJ0-F1-model_v4,U5KJJ0
AF-D2Y496-F1-model_v4,D2Y496
AF-C9X4J8-F1-model_v4,C9X4J8
AF-Q7ZT99-F1-model_v4,Q7ZT99
AF-P07037-F1-model_v4,P07037
AF-P0DQB8-F1-model_v4,P0DQB8
AF-P80163-F1-model_v4,P80163
AF-P25494-F1-model_v4,P25494
AF-P0DQQ2-F1-model_v4,P0DQQ2
AF-Q4PMW1-F1-model_v4,Q4PMW1
AF-A8QL53-F1-model_v4,A8QL53
AF-B6DD09-F1-model_v4,B6DD09
AF-P0DJF0-F1-model_v4,P0DJF0
AF-F8RKW1-F1-model_v4,F8RKW1
AF-P82228-F1-model_v4,P82228
AF-G1AS78-F1-model_v4,G1AS78
AF-P01387-F1-model_v4,P01387
AF-P0CE32-F1-model_v4,P0CE32
AF-P69752-F1-model_v4,P69752
AF-O18425-F1-model_v4,O18425
AF-P60311-F1-model_v4,P60311
AF-P0DKQ5-F1-model_v4,P0DKQ5
AF-C0HJR1-F1-model_v4,C0HJR1
AF-P59276-F1-model_v4,P59276
AF-Q8WQK0-F1-model_v4,Q8WQK0
AF-Q58L95-F1-model_v4,Q58L95
AF-B1NWU2-F1-model_v4,B1NWU2
AF-P85235-F1-model_v4,P85235
AF-A0A3G3C7V0-F1-model_v4,A0A3G3C7V0
AF-F8J2G3-F1-model_v4,F8J2G3
AF-Q3HXY6-F1-model_v4,Q3HXY6
AF-D8UWD5-F1-model_v4,D8UWD5
AF-P0DQA5-F1-model_v4,P0DQA5
AF-B5G6H4-F1-model_v4,B5G6H4
AF-E3P6N3-F1-model_v4,E3P6N3
AF-C6EVG6-F1-model_v4,C6EVG6
AF-B6DD34-F1-model_v4,B6DD34
AF-P0C352-F1-model_v4,P0C352
AF-A0A0K1YW63-F1-model_v4,A0A0K1YW63
AF-P0DPV0-F1-model_v4,P0DPV0
AF-P83258-F1-model_v4,P83258
AF-P0C166-F1-model_v4,P0C166
AF-A6YR21-F1-model_v4,A6YR21
AF-P68722-F1-model_v4,P68722
AF-Q9BMK4-F1-model_v4,Q9BMK4
AF-I6RA66-F1-model_v4,I6RA66
AF-P0CH14-F1-model_v4,P0CH14
AF-D2Y2N1-F1-model_v4,D2Y2N1
AF-P0C5H3-F1-model_v4,P0C5H3
AF-Q6STF1-F1-model_v4,Q6STF1
AF-P00989-F1-model_v4,P00989
AF-G3LU44-F1-model_v4,G3LU44
AF-O57326-F1-model_v4,O57326
AF-O93473-F1-model_v4,O93473
AF-P0DUI0-F1-model_v4,P0DUI0
AF-D2Y1Z0-F1-model_v4,D2Y1Z0
AF-B4ESA3-F1-model_v4,B4ESA3
AF-P81596-F1-model_v4,P81596
AF-P0C578-F1-model_v4,P0C578
AF-Q0NZX7-F1-model_v4,Q0NZX7
AF-U5PZ28-F1-model_v4,U5PZ28
AF-B6DCY0-F1-model_v4,B6DCY0
AF-P0C603-F1-model_v4,P0C603
AF-Q9BJW0-F1-model_v4,Q9BJW0
AF-A0A1D0C027-F1-model_v4,A0A1D0C027
AF-D2Y281-F1-model_v4,D2Y281
AF-P80494-F1-model_v4,P80494
AF-C0JB01-F1-model_v4,C0JB01
AF-Q9BPG0-F1-model_v4,Q9BPG0
AF-P58625-F1-model_v4,P58625
AF-A0A5H1ZR48-F1-model_v4,A0A5H1ZR48
AF-P0CY84-F1-model_v4,P0CY84
AF-C1IC50-F1-model_v4,C1IC50
AF-P05482-F1-model_v4,P05482
AF-P00600-F1-model_v4,P00600
AF-P0DMZ4-F1-model_v4,P0DMZ4
AF-B1P1E6-F1-model_v4,B1P1E6
AF-Q5WR03-F1-model_v4,Q5WR03
AF-P01479-F1-model_v4,P01479
AF-D2Y2D7-F1-model_v4,D2Y2D7
AF-P0C8J5-F1-model_v4,P0C8J5
AF-D2Y227-F1-model_v4,D2Y227
AF-C0JAR0-F1-model_v4,C0JAR0
AF-P0CC18-F1-model_v4,P0CC18
AF-P86719-F1-model_v4,P86719
AF-A0A0K8TUE2-F1-model_v4,A0A0K8TUE2
AF-A0SE60-F1-model_v4,A0SE60
AF-Q18NS6-F1-model_v4,Q18NS6
AF-Q9DEZ9-F1-model_v4,Q9DEZ9
AF-B6DCS6-F1-model_v4,B6DCS6
AF-P58845-F1-model_v4,P58845
AF-P10457-F1-model_v4,P10457
AF-P86462-F1-model_v4,P86462
AF-Q9TWR5-F1-model_v4,Q9TWR5
AF-W4VS20-F1-model_v4,W4VS20
AF-C0HL51-F1-model_v4,C0HL51
AF-Q6ITB6-F1-model_v4,Q6ITB6
AF-P0DM62-F1-model_v4,P0DM62
AF-Q6ITB1-F1-model_v4,Q6ITB1
AF-P86465-F1-model_v4,P86465
AF-P01531-F1-model_v4,P01531
AF-B5L5P9-F1-model_v4,B5L5P9
AF-Q86QT2-F1-model_v4,Q86QT2
AF-F6JWU7-F1-model_v4,F6JWU7
AF-P0C639-F1-model_v4,P0C639
AF-B6DCS1-F1-model_v4,B6DCS1
AF-P0DN19-F1-model_v4,P0DN19
AF-P59940-F1-model_v4,P59940
AF-O61668-F1-model_v4,O61668
AF-Q9TWH3-F1-model_v4,Q9TWH3
AF-C0JAR7-F1-model_v4,C0JAR7
AF-D2Y220-F1-model_v4,D2Y220
AF-P82851-F1-model_v4,P82851
AF-Q8I6V7-F1-model_v4,Q8I6V7
AF-A7L035-F1-model_v4,A7L035
AF-D5KXG9-F1-model_v4,D5KXG9
AF-A0A1P8NVS3-F1-model_v4,A0A1P8NVS3
AF-D2Y2D0-F1-model_v4,D2Y2D0
AF-A0A6B9L1A2-F1-model_v4,A0A6B9L1A2
AF-P81798-F1-model_v4,P81798
AF-B1P1E1-F1-model_v4,B1P1E1
AF-P0DMI9-F1-model_v4,P0DMI9
AF-P05485-F1-model_v4,P05485
AF-P0DMZ3-F1-model_v4,P0DMZ3
AF-P81478-F1-model_v4,P81478
AF-P00607-F1-model_v4,P00607
AF-Q8I912-F1-model_v4,Q8I912
AF-A0A088MIT0-F1-model_v4,A0A088MIT0
AF-P0CY83-F1-model_v4,P0CY83
AF-A0A5Q0MUM5-F1-model_v4,A0A5Q0MUM5
AF-Q9BPG7-F1-model_v4,Q9BPG7
AF-C0JB06-F1-model_v4,C0JB06
AF-P37045-F1-model_v4,P37045
AF-P0DUC1-F1-model_v4,P0DUC1
AF-P84788-F1-model_v4,P84788
AF-D2Y286-F1-model_v4,D2Y286
AF-C0JAX1-F1-model_v4,C0JAX1
AF-B6DCY7-F1-model_v4,B6DCY7
AF-Q7Z028-F1-model_v4,Q7Z028
AF-A7X4M7-F1-model_v4,A7X4M7
AF-A0A1W6EVN4-F1-model_v4,A0A1W6EVN4
AF-K7N5K9-F1-model_v4,K7N5K9
AF-A0A2D0TC04-F1-model_v4,A0A2D0TC04
AF-P58930-F1-model_v4,P58930
AF-D2Y1Z7-F1-model_v4,D2Y1Z7
AF-B4ESA4-F1-model_v4,B4ESA4
AF-P01443-F1-model_v4,P01443
AF-A3QVN6-F1-model_v4,A3QVN6
AF-P0CV91-F1-model_v4,P0CV91
AF-G0W2I1-F1-model_v4,G0W2I1
AF-P0DUS6-F1-model_v4,P0DUS6
AF-Q962V9-F1-model_v4,Q962V9
AF-B2KTG1-F1-model_v4,B2KTG1
AF-Q75S49-F1-model_v4,Q75S49
AF-P0C5H4-F1-model_v4,P0C5H4
AF-Q802F0-F1-model_v4,Q802F0
AF-D8MIA1-F1-model_v4,D8MIA1
AF-D2Y2N6-F1-model_v4,D2Y2N6
AF-P0CH13-F1-model_v4,P0CH13
AF-C0HJB1-F1-model_v4,C0HJB1
AF-Q6B4T5-F1-model_v4,Q6B4T5
AF-Q3YED5-F1-model_v4,Q3YED5
AF-P61229-F1-model_v4,P61229
AF-A7X3X8-F1-model_v4,A7X3X8
AF-P56710-F1-model_v4,P56710
AF-A6YR26-F1-model_v4,A6YR26
AF-P68725-F1-model_v4,P68725
AF-C5H8E7-F1-model_v4,C5H8E7
AF-D8KY58-F1-model_v4,D8KY58
AF-P0C161-F1-model_v4,P0C161
AF-Q9NJP7-F1-model_v4,Q9NJP7
AF-P0DPV7-F1-model_v4,P0DPV7
AF-P0CH88-F1-model_v4,P0CH88
AF-P69768-F1-model_v4,P69768
AF-P0DQH9-F1-model_v4,P0DQH9
AF-P86109-F1-model_v4,P86109
AF-Q2YHJ6-F1-model_v4,Q2YHJ6
AF-B6DD33-F1-model_v4,B6DD33
AF-C6EVG1-F1-model_v4,C6EVG1
AF-P0C1Z0-F1-model_v4,P0C1Z0
AF-B5G6H3-F1-model_v4,B5G6H3
AF-E3P6N4-F1-model_v4,E3P6N4
AF-P0DQA2-F1-model_v4,P0DQA2
AF-P60264-F1-model_v4,P60264
AF-Q3HXY1-F1-model_v4,Q3HXY1
AF-P69847-F1-model_v4,P69847
AF-A0A3G3C7V7-F1-model_v4,A0A3G3C7V7
AF-B1NWU5-F1-model_v4,B1NWU5
AF-P0DKQ2-F1-model_v4,P0DKQ2
AF-C0HJR6-F1-model_v4,C0HJR6
AF-C0HJH7-F1-model_v4,C0HJH7
AF-K4LLQ2-F1-model_v4,K4LLQ2
AF-P69755-F1-model_v4,P69755
AF-Q9PS06-F1-model_v4,Q9PS06
AF-E7CLP0-F1-model_v4,E7CLP0
AF-P83056-F1-model_v4,P83056
AF-P0CE35-F1-model_v4,P0CE35
AF-P0DP00-F1-model_v4,P0DP00
AF-P01380-F1-model_v4,P01380
AF-P0DJF7-F1-model_v4,P0DJF7
AF-J3SE80-F1-model_v4,J3SE80
AF-P19859-F1-model_v4,P19859
AF-Q2VBN8-F1-model_v4,Q2VBN8
AF-P0C2D7-F1-model_v4,P0C2D7
AF-Q76CA0-F1-model_v4,Q76CA0
AF-P0DQQ5-F1-model_v4,P0DQQ5
AF-D2Y491-F1-model_v4,D2Y491
AF-P60259-F1-model_v4,P60259
AF-P85006-F1-model_v4,P85006
AF-Q6T179-F1-model_v4,Q6T179
AF-Q9PRQ3-F1-model_v4,Q9PRQ3
AF-P82959-F1-model_v4,P82959
AF-Q92086-F1-model_v4,Q92086
AF-C0JB41-F1-model_v4,C0JB41
AF-Q9BPC0-F1-model_v4,Q9BPC0
AF-Q8MMJ7-F1-model_v4,Q8MMJ7
AF-Q9YGH0-F1-model_v4,Q9YGH0
AF-P0DMD5-F1-model_v4,P0DMD5
AF-C0HLG1-F1-model_v4,C0HLG1
AF-Q9PUI0-F1-model_v4,Q9PUI0
AF-P59848-F1-model_v4,P59848
AF-P81744-F1-model_v4,P81744
AF-C6ZH25-F1-model_v4,C6ZH25
AF-B1P1A6-F1-model_v4,B1P1A6
AF-P0C5F5-F1-model_v4,P0C5F5
AF-J3S830-F1-model_v4,J3S830
AF-B4XSZ8-F1-model_v4,B4XSZ8
AF-D2DGD6-F1-model_v4,D2DGD6
AF-P07526-F1-model_v4,P07526
AF-A8HDJ5-F1-model_v4,A8HDJ5
AF-P0CAS6-F1-model_v4,P0CAS6
AF-B6DCM7-F1-model_v4,B6DCM7
AF-F2YLA3-F1-model_v4,F2YLA3
AF-D2Y267-F1-model_v4,D2Y267
AF-C0JAV0-F1-model_v4,C0JAV0
AF-Q8UW11-F1-model_v4,Q8UW11
AF-Q92152-F1-model_v4,Q92152
AF-P0DTY8-F1-model_v4,P0DTY8
AF-P86422-F1-model_v4,P86422
AF-Q9BP50-F1-model_v4,Q9BP50
AF-Q90282-F1-model_v4,Q90282
AF-P0DM25-F1-model_v4,P0DM25
AF-A0A7T7DMY7-F1-model_v4,A0A7T7DMY7
AF-B6DCW6-F1-model_v4,B6DCW6
AF-A0A2P1BRQ0-F1-model_v4,A0A2P1BRQ0
AF-P86876-F1-model_v4,P86876
AF-P0DMT2-F1-model_v4,P0DMT2
AF-A3QVP0-F1-model_v4,A3QVP0
AF-Q71QJ1-F1-model_v4,Q71QJ1
AF-O73795-F1-model_v4,O73795
AF-D5J6X1-F1-model_v4,D5J6X1
AF-O12963-F1-model_v4,O12963
AF-D2Y2J1-F1-model_v4,D2Y2J1
AF-D6C4J7-F1-model_v4,D6C4J7
AF-O42187-F1-model_v4,O42187
AF-P0CY62-F1-model_v4,P0CY62
AF-B3FIS0-F1-model_v4,B3FIS0
AF-Q9BPI6-F1-model_v4,Q9BPI6
AF-P01404-F1-model_v4,P01404
AF-D2Y2P0-F1-model_v4,D2Y2P0
AF-B4XSY5-F1-model_v4,B4XSY5
AF-Q9TVQ7-F1-model_v4,Q9TVQ7
AF-P0DL57-F1-model_v4,P0DL57
AF-A6MFL7-F1-model_v4,A6MFL7
AF-P60772-F1-model_v4,P60772
AF-B0FXM2-F1-model_v4,B0FXM2
AF-P0DN63-F1-model_v4,P0DN63
AF-P28880-F1-model_v4,P28880
AF-C0LNR2-F1-model_v4,C0LNR2
AF-Q9I844-F1-model_v4,Q9I844
AF-P0DTZ5-F1-model_v4,P0DTZ5
AF-P0DM18-F1-model_v4,P0DM18
AF-Q2I2Q3-F1-model_v4,Q2I2Q3
AF-P0DOW6-F1-model_v4,P0DOW6
AF-B5U6Y4-F1-model_v4,B5U6Y4
AF-Q7LZG5-F1-model_v4,Q7LZG5
AF-Q7YWA9-F1-model_v4,Q7YWA9
AF-A0A0B4J184-F1-model_v4,A0A0B4J184
AF-D9IX98-F1-model_v4,D9IX98
AF-Q90495-F1-model_v4,Q90495
AF-P04203-F1-model_v4,P04203
AF-P0DQE5-F1-model_v4,P0DQE5
AF-Q76B45-F1-model_v4,Q76B45
AF-E3P6P2-F1-model_v4,E3P6P2
AF-C0HKB9-F1-model_v4,C0HKB9
AF-P59290-F1-model_v4,P59290
AF-A0A291NVT7-F1-model_v4,A0A291NVT7
AF-P49268-F1-model_v4,P49268
AF-D2Y4A0-F1-model_v4,D2Y4A0
AF-Q6X5S7-F1-model_v4,Q6X5S7
AF-P59170-F1-model_v4,P59170
AF-A3FM55-F1-model_v4,A3FM55
AF-P0CH54-F1-model_v4,P0CH54
AF-P68419-F1-model_v4,P68419
AF-D2YVK1-F1-model_v4,D2YVK1
AF-P84031-F1-model_v4,P84031
AF-E7CLN6-F1-model_v4,E7CLN6
AF-P0C1N0-F1-model_v4,P0C1N0
AF-P0DQF8-F1-model_v4,P0DQF8
AF-B3EWV9-F1-model_v4,B3EWV9
AF-P0DQO3-F1-model_v4,P0DQO3
AF-B2KKV7-F1-model_v4,B2KKV7
AF-B6DD49-F1-model_v4,B6DD49
AF-P60165-F1-model_v4,P60165
AF-P0DP47-F1-model_v4,P0DP47
AF-Q68PG6-F1-model_v4,Q68PG6
AF-P0DJ40-F1-model_v4,P0DJ40
AF-Q6H3D0-F1-model_v4,Q6H3D0
AF-P0CG46-F1-model_v4,P0CG46
AF-P83225-F1-model_v4,P83225
AF-Q6WJF5-F1-model_v4,Q6WJF5
AF-P0DSL7-F1-model_v4,P0DSL7
AF-Q9U3Z3-F1-model_v4,Q9U3Z3
AF-P68424-F1-model_v4,P68424
AF-P0DPX6-F1-model_v4,P0DPX6
AF-P24779-F1-model_v4,P24779
AF-P0DPZ2-F1-model_v4,P0DPZ2
AF-P84028-F1-model_v4,P84028
AF-P22796-F1-model_v4,P22796
AF-P0C244-F1-model_v4,P0C244
AF-C0HJT5-F1-model_v4,C0HJT5
AF-Q5W958-F1-model_v4,Q5W958
AF-D2YVJ8-F1-model_v4,D2YVJ8
AF-P49271-F1-model_v4,P49271
AF-C0HK50-F1-model_v4,C0HK50
AF-Q3YEH0-F1-model_v4,Q3YEH0
AF-P0DJ64-F1-model_v4,P0DJ64
AF-P0DI84-F1-model_v4,P0DI84
AF-P69502-F1-model_v4,P69502
AF-D6PXE8-F1-model_v4,D6PXE8
AF-F5CPD3-F1-model_v4,F5CPD3
AF-S6D3A7-F1-model_v4,S6D3A7
AF-P0CI99-F1-model_v4,P0CI99
AF-P11060-F1-model_v4,P11060
AF-A0A3G3C7S9-F1-model_v4,A0A3G3C7S9
AF-P0CH70-F1-model_v4,P0CH70
AF-Q8AY52-F1-model_v4,Q8AY52
AF-P84015-F1-model_v4,P84015
AF-P85117-F1-model_v4,P85117
AF-C0HJM9-F1-model_v4,C0HJM9
AF-E2DIH6-F1-model_v4,E2DIH6
AF-P59360-F1-model_v4,P59360
AF-Q3ZD74-F1-model_v4,Q3ZD74
AF-Q9XZK6-F1-model_v4,Q9XZK6
AF-B3EWW0-F1-model_v4,B3EWW0
AF-Q3SB03-F1-model_v4,Q3SB03
AF-Q805F6-F1-model_v4,Q805F6
AF-B6DD50-F1-model_v4,B6DD50
AF-P0DJC9-F1-model_v4,P0DJC9
AF-Q1I163-F1-model_v4,Q1I163
AF-P60207-F1-model_v4,P60207
AF-P0DQG1-F1-model_v4,P0DQG1
AF-Q8T0W4-F1-model_v4,Q8T0W4
AF-A0A0A1I6E7-F1-model_v4,A0A0A1I6E7
AF-Q5Y4V4-F1-model_v4,Q5Y4V4
AF-Q9BP49-F1-model_v4,Q9BP49
AF-P83559-F1-model_v4,P83559
AF-P0C667-F1-model_v4,P0C667
AF-P0DN47-F1-model_v4,P0DN47
AF-Q6PN84-F1-model_v4,Q6PN84
AF-P83996-F1-model_v4,P83996
AF-C0JAW9-F1-model_v4,C0JAW9
AF-Q8UW08-F1-model_v4,Q8UW08
AF-P83622-F1-model_v4,P83622
AF-P01420-F1-model_v4,P01420
AF-A8Y7P6-F1-model_v4,A8Y7P6
AF-O42138-F1-model_v4,O42138
AF-Q9U6W0-F1-model_v4,Q9U6W0
AF-P0DL73-F1-model_v4,P0DL73
AF-A0A0B5ADT9-F1-model_v4,A0A0B5ADT9
AF-D2Y2R4-F1-model_v4,D2Y2R4
AF-J3S829-F1-model_v4,J3S829
AF-Q7LZ31-F1-model_v4,Q7LZ31
AF-Q71QH5-F1-model_v4,Q71QH5
AF-P20251-F1-model_v4,P20251
AF-A0A2I6EDN5-F1-model_v4,A0A2I6EDN5
AF-P0DMV6-F1-model_v4,P0DMV6
AF-B1P1I4-F1-model_v4,B1P1I4
AF-P59851-F1-model_v4,P59851
AF-Q9PUH9-F1-model_v4,Q9PUH9
AF-C0HLF8-F1-model_v4,C0HLF8
AF-P29426-F1-model_v4,P29426
AF-Q91136-F1-model_v4,Q91136
AF-C0JB58-F1-model_v4,C0JB58
AF-Q9BPB9-F1-model_v4,Q9BPB9
AF-D2Y2H5-F1-model_v4,D2Y2H5
AF-Q5Y4U9-F1-model_v4,Q5Y4U9
AF-P17935-F1-model_v4,P17935
AF-D5KXH1-F1-model_v4,D5KXH1
AF-Q9BP74-F1-model_v4,Q9BP74
AF-P86406-F1-model_v4,P86406
AF-Q9W7S2-F1-model_v4,Q9W7S2
AF-Q6PTD5-F1-model_v4,Q6PTD5
AF-B6DCU2-F1-model_v4,B6DCU2
AF-P0C8V0-F1-model_v4,P0C8V0
AF-P82466-F1-model_v4,P82466
AF-P0CAQ2-F1-model_v4,P0CAQ2
AF-D2Y243-F1-model_v4,D2Y243
AF-C0JAT4-F1-model_v4,C0JAT4
AF-A0A0M3KKW3-F1-model_v4,A0A0M3KKW3
AF-A0A7S8MU59-F1-model_v4,A0A7S8MU59
AF-A0A0U4AHC3-F1-model_v4,A0A0U4AHC3
AF-Q9W7I3-F1-model_v4,Q9W7I3
AF-P0C8L1-F1-model_v4,P0C8L1
AF-A0A1P8NVU0-F1-model_v4,A0A1P8NVU0
AF-D2Y2B3-F1-model_v4,D2Y2B3
AF-Q1A3R0-F1-model_v4,Q1A3R0
AF-C8YJ95-F1-model_v4,C8YJ95
AF-A0A3G5BIB4-F1-model_v4,A0A3G5BIB4
AF-B1P1C2-F1-model_v4,B1P1C2
AF-B0L0Y5-F1-model_v4,B0L0Y5
AF-Q7Z0A6-F1-model_v4,Q7Z0A6
AF-D2Y2Q9-F1-model_v4,D2Y2Q9
AF-B6EWW8-F1-model_v4,B6EWW8
AF-P81480-F1-model_v4,P81480
AF-A0A2I6EDM8-F1-model_v4,A0A2I6EDM8
AF-K9MCH1-F1-model_v4,K9MCH1
AF-P0DMF1-F1-model_v4,P0DMF1
AF-Q8MMH3-F1-model_v4,Q8MMH3
AF-Q9BHB7-F1-model_v4,Q9BHB7
AF-D2Y2K8-F1-model_v4,D2Y2K8
AF-D9U2B0-F1-model_v4,D9U2B0
AF-Q9BPA4-F1-model_v4,Q9BPA4
AF-P01486-F1-model_v4,P01486
AF-C0JB65-F1-model_v4,C0JB65
AF-A0A7M6UNN1-F1-model_v4,A0A7M6UNN1
AF-P0DJM8-F1-model_v4,P0DJM8
AF-P0C2F3-F1-model_v4,P0C2F3
AF-Q3HXX8-F1-model_v4,Q3HXX8
AF-P0C2U9-F1-model_v4,P0C2U9
AF-B3EWY1-F1-model_v4,B3EWY1
AF-P56646-F1-model_v4,P56646
AF-A0A218QX39-F1-model_v4,A0A218QX39
AF-P0C1R2-F1-model_v4,P0C1R2
AF-C0HKG7-F1-model_v4,C0HKG7
AF-P0CI45-F1-model_v4,P0CI45
AF-P86110-F1-model_v4,P86110
AF-C0HJY9-F1-model_v4,C0HJY9
AF-P0C298-F1-model_v4,P0C298
AF-E2IYB3-F1-model_v4,E2IYB3
AF-A0A1L4BJ98-F1-model_v4,A0A1L4BJ98
AF-P0DSJ4-F1-model_v4,P0DSJ4
AF-P28374-F1-model_v4,P28374
AF-P45658-F1-model_v4,P45658
AF-Q9PSM9-F1-model_v4,Q9PSM9
AF-P16341-F1-model_v4,P16341
AF-Q3SAF2-F1-model_v4,Q3SAF2
AF-I7ICN3-F1-model_v4,I7ICN3
AF-P25683-F1-model_v4,P25683
AF-P61230-F1-model_v4,P61230
AF-P0C1X4-F1-model_v4,P0C1X4
AF-P21791-F1-model_v4,P21791
AF-P0DJN5-F1-model_v4,P0DJN5
AF-P0DQC6-F1-model_v4,P0DQC6
AF-P0CJ03-F1-model_v4,P0CJ03
AF-P49344-F1-model_v4,P49344
AF-C9X4K6-F1-model_v4,C9X4K6
AF-D2Y488-F1-model_v4,D2Y488
AF-B3EWS7-F1-model_v4,B3EWS7
AF-P0C1B5-F1-model_v4,P0C1B5
AF-P0C2L5-F1-model_v4,P0C2L5
AF-B6DD17-F1-model_v4,B6DD17
AF-P01399-F1-model_v4,P01399
AF-Q0GY43-F1-model_v4,Q0GY43
AF-P0DPT3-F1-model_v4,P0DPT3
AF-Q076D1-F1-model_v4,Q076D1
AF-P0DSI9-F1-model_v4,P0DSI9
AF-Q8N0N8-F1-model_v4,Q8N0N8
AF-Q7YT61-F1-model_v4,Q7YT61
AF-P45665-F1-model_v4,P45665
AF-A0A0B5A7P2-F1-model_v4,A0A0B5A7P2
AF-P86382-F1-model_v4,P86382
AF-P0DJ85-F1-model_v4,P0DJ85
AF-Q90YA8-F1-model_v4,Q90YA8
AF-A8S6A4-F1-model_v4,A8S6A4
AF-Q3YEF1-F1-model_v4,Q3YEF1
